,name,time,clusters
306,pacotorresca#1254642271342850048#Map.jpeg,2020-04-27 05:23:22,93
307,pugabenjy#1240666060237475840#Line.jpeg,2020-03-19 15:46:53,89
308,stevekloiber#1246805206714761217#Line.jpeg,2020-04-05 14:21:40,-1
309,huaai1#1241807221555490816#Line.jpeg,2020-03-22 19:21:27,71
310,adkinsdebtdiet#1249440844786159617#Bar.jpeg,2020-04-12 20:54:45,121
311,jkwan_md#1241040147715706880#Line.jpeg,2020-03-20 16:33:23,63
312,mpesce#1246349295097237504#Line.jpeg,2020-04-04 08:10:02,-1
313,dtpmonline#1242884628010188801#Line.jpeg,2020-03-25 18:42:41,-1
314,jininnashville#1247618229918478336#Bar.jpeg,2020-04-07 20:12:20,-1
315,ralphierce#1253965326301016064#Line.jpeg,2020-04-25 08:33:25,36
316,dunkenkbliths#1245208215471570944#Map.jpeg,2020-04-01 04:35:48,147
317,bdwissel#1245081935011078149#Line.jpeg,2020-03-31 20:14:00,-1
318,talesftf#1242222516845895693#Line.jpeg,2020-03-23 22:51:42,10
319,padstamundo#1243268724649422849#Line.jpeg,2020-03-26 20:08:57,-1
320,bartimusmaximus#1247595713606844416#Line.jpeg,2020-04-07 18:42:51,-1
321,nikolefoote#1251126602110578688#Map.jpeg,2020-04-17 12:33:21,33
322,ejchirivi#1243502437404741634#Map.jpeg,2020-03-27 11:37:38,70
323,dfcwealth#1248784629592514560#Map.jpeg,2020-04-11 01:27:11,-1
324,anthemarnelle#1251011048489889793#Line.jpeg,2020-04-17 04:54:11,22
325,la_cv_data#1253006255981035520#Line.jpeg,2020-04-22 17:02:25,82
326,drestfan#1250869353572155392#Line.jpeg,2020-04-16 19:31:08,-1
327,blueznjazz#1240672260198936580#Line.jpeg,2020-03-19 16:11:32,89
328,m_wayne_brown#1251457672026533890#Bubble.jpeg,2020-04-18 10:28:54,-1
329,renditefuchs#1244920806985142272#Bar.jpeg,2020-03-31 09:33:44,-1
330,l0gg0l#1244005495637258240#Line.jpeg,2020-03-28 20:56:37,-1
331,simbad191#1251832157514772480#Bar.jpeg,2020-04-19 11:16:58,-1
332,markyaphe#1241036059846246400#Line.jpeg,2020-03-20 16:17:08,43
333,realityhammer#1251713555927367681#Line.jpeg,2020-04-19 03:25:42,100
334,peterdorn16#1248877886276157441#Line.jpeg,2020-04-11 07:37:45,17
335,mrhealthteacher#1241763791647305729#Line.jpeg,2020-03-22 16:28:53,15
336,richardjosephh3#1247953355298574336#Line.jpeg,2020-04-08 18:24:00,62
337,peterdorn16#1249228605906804736#Line.jpeg,2020-04-12 06:51:23,17
338,eggersnsf#1241001533866729474#Bubble.jpeg,2020-03-20 13:59:57,-1
339,peterdorn16#1256070367078039552#Map.jpeg,2020-05-01 03:58:06,73
340,120degreesmnl#1250211035887198208#Line.jpeg,2020-04-14 23:55:13,51
341,ipacfoundation#1263325135899107328#Map.jpeg,2020-05-21 04:25:58,113
342,natosch#1247802043462348807#Line.jpeg,2020-04-08 08:22:44,22
343,cgypuckcharts#1246248338388701184#Line.jpeg,2020-04-04 01:28:52,-1
344,rjscheurer#1254539775853293568#Line.jpeg,2020-04-26 22:36:05,-1
345,mohitroshan#1265149206823464961#Bar.jpeg,2020-05-26 05:14:10,26
346,moritz_wichmann#1245256601340084226#Bar.jpeg,2020-04-01 07:48:04,-1
347,bangford#1252183592215683072#Bar.jpeg,2020-04-20 10:33:27,-1
348,hamcohealthin#1251227737278332929#Bubble.jpeg,2020-04-17 19:15:13,-1
349,sulaiodus#1245613921022529537#Line.jpeg,2020-04-02 07:27:55,-1
350,susancoward6#1240646443620335616#Bar.jpeg,2020-03-19 14:28:56,-1
351,pacotorresca#1249210447225671680#Map.jpeg,2020-04-12 05:39:14,92
352,paulrosenberg#1255961037347618826#Line.jpeg,2020-04-30 20:43:40,-1
353,devintrader#1246211871809527809#Line.jpeg,2020-04-03 23:03:58,23
354,masamunecyrus#1248079716994572288#Line.jpeg,2020-04-09 02:46:07,122
355,langahwhotweets#1244951707622051840#Bar.jpeg,2020-03-31 11:36:31,-1
356,adkinsdebtdiet#1247926468048453632#Bar.jpeg,2020-04-08 16:37:09,118
357,art_poon#1246819204835221504#Line.jpeg,2020-04-05 15:17:17,16
358,la_cv_data#1266055089707454465#Line.jpeg,2020-05-28 17:13:50,82
359,pkantue#1261742383517089793#Line.jpeg,2020-05-16 19:36:40,-1
360,statistacharts#1242822967987523585#Bar.jpeg,2020-03-25 14:37:40,55
361,aimee_dude#1241472141343838208#Bar.jpeg,2020-03-21 21:09:58,-1
362,himalistan#1243545891044294656#Line.jpeg,2020-03-27 14:30:19,131
363,jschuurmd#1252061669007806464#Line.jpeg,2020-04-20 02:28:58,-1
364,magnumopus_shs#1253331032197066758#Line.jpeg,2020-04-23 14:32:58,-1
365,carrie_byington#1251002495830093824#Line.jpeg,2020-04-17 04:20:12,-1
366,b2bspecialist#1243922636972965889#Line.jpeg,2020-03-28 15:27:22,-1
367,craigthusiast#1247162731507171328#Line.jpeg,2020-04-06 14:02:21,54
368,andreaashnews#1248992974069006345#Bar.jpeg,2020-04-11 15:15:04,136
369,_danfitz#1246873603821502464#Line.jpeg,2020-04-05 18:53:27,-1
370,comadork#1243883480980783105#Bar.jpeg,2020-03-28 12:51:46,0
371,annezinkmd#1250288669388238849#Bar.jpeg,2020-04-15 05:03:42,-1
372,judgeclayj#1244079611287347201#Map.jpeg,2020-03-29 01:51:07,139
373,scotthayesphd#1242312409425088514#Bar.jpeg,2020-03-24 04:48:54,-1
374,dkmohanty#1243839027595210752#Line.jpeg,2020-03-28 09:55:08,15
375,cgypuckcharts#1241160159235170304#Line.jpeg,2020-03-21 00:30:16,64
376,jininnashville#1247620588694364161#Bar.jpeg,2020-04-07 20:21:42,56
377,hudson_chatbots#1249249028354846721#Line.jpeg,2020-04-12 08:12:32,15
378,cmtworldtravel#1246524540198490113#Line.jpeg,2020-04-04 19:46:24,72
379,thieristan#1243224314620645380#Bar.jpeg,2020-03-26 17:12:29,-1
380,anniesage#1250357380220514305#Map.jpeg,2020-04-15 09:36:44,-1
381,carlaiau#1248421097948581895#Bar.jpeg,2020-04-10 01:22:38,132
382,chicagosmayor#1250490520725450753#Map.jpeg,2020-04-15 18:25:47,-1
383,wetcoastlife#1246453856059326465#Line.jpeg,2020-04-04 15:05:31,21
384,peterdorn16#1251687207187800066#Line.jpeg,2020-04-19 01:41:00,17
385,engipm#1248254093413548032#Bar.jpeg,2020-04-09 14:19:01,-1
386,irishdataviz#1250139159077031938#Line.jpeg,2020-04-14 19:09:36,127
387,behrooz_hm#1241495803627102208#Bubble.jpeg,2020-03-21 22:44:00,-1
388,challdreams#1242596197057081351#Line.jpeg,2020-03-24 23:36:34,-1
389,williamwilcock#1257097647287963650#Line.jpeg,2020-05-04 00:00:09,30
390,faiezvengeri#1249009976024150018#Bar.jpeg,2020-04-11 16:22:38,110
391,realityhammer#1251712830115663873#Line.jpeg,2020-04-19 03:22:49,100
392,realityhammer#1251728082706345984#Line.jpeg,2020-04-19 04:23:25,100
393,_iboys#1263266867147419649#Line.jpeg,2020-05-21 00:34:26,-1
394,rid1tweets#1252979614663823362#Line.jpeg,2020-04-22 15:16:34,-1
395,120degreesmnl#1245349590854848512#Line.jpeg,2020-04-01 13:57:34,51
396,higginsdavidw#1241101419391995906#Bar.jpeg,2020-03-20 20:36:51,-1
397,sandrahanchard#1245277386045718529#Bar.jpeg,2020-04-01 09:10:39,-1
398,danielh54666458#1245408588530700293#Bar.jpeg,2020-04-01 17:52:00,-1
399,dpham20#1247561777501671425#Map.jpeg,2020-04-07 16:28:00,-1
400,benwinslow#1259533385891893253#Bar.jpeg,2020-05-10 17:18:54,150
401,brianlindshield#1248599292253818882#Line.jpeg,2020-04-10 13:10:43,21
402,melroseaction#1245213902423511042#Bubble.jpeg,2020-04-01 04:58:23,139
403,huslof#1245272409978044416#Line.jpeg,2020-04-01 08:50:53,34
404,realityhammer#1251735242576199680#Line.jpeg,2020-04-19 04:51:52,100
405,drsxr#1252625404638171137#Map.jpeg,2020-04-21 15:49:03,153
406,mrcellaneous#1248870488019013632#Line.jpeg,2020-04-11 07:08:21,1
407,downloadsourcen#1241172286524153858#Line.jpeg,2020-03-21 01:18:27,127
408,ipacfoundation#1259747917457428481#Map.jpeg,2020-05-11 07:31:23,113
409,120degreesmnl#1252158231339646977#Line.jpeg,2020-04-20 08:52:40,51
410,behrooz_hm#1241670005181124615#Line.jpeg,2020-03-22 10:16:13,61
411,la_cv_data#1257007411363184641#Line.jpeg,2020-05-03 18:01:35,82
412,goddess1345#1261897408327417856#Line.jpeg,2020-05-17 05:52:41,28
413,mohitroshan#1265527351699550209#Bar.jpeg,2020-05-27 06:16:47,26
414,ifm_economist#1243374663369031681#Map.jpeg,2020-03-27 03:09:55,-1
415,andreaashnews#1247892099749384193#Line.jpeg,2020-04-08 14:20:35,57
416,kindofmagic4u#1243543269046398986#Line.jpeg,2020-03-27 14:19:53,-1
417,dunkenkbliths#1246924820404531200#Map.jpeg,2020-04-05 22:16:58,147
418,costellop#1241128272907427847#Bar.jpeg,2020-03-20 22:23:33,-1
419,stevaldo18#1258087785292075009#Map.jpeg,2020-05-06 17:34:36,151
420,fortrussnews#1263160328084434944#Bar.jpeg,2020-05-20 17:31:05,137
421,mkzhao#1248969934467710976#Bubble.jpeg,2020-04-11 13:43:31,-1
422,phoenics_gmbh#1247103430361059329#Map.jpeg,2020-04-06 10:06:42,-1
423,engineerpoet#1250033263994953729#Line.jpeg,2020-04-14 12:08:49,-1
424,drrohitvarma#1252693682202963968#Bubble.jpeg,2020-04-21 20:20:22,-1
425,raksparky#1250236293931466752#Bar.jpeg,2020-04-15 01:35:35,-1
426,__mharrison__#1242218575856676865#Line.jpeg,2020-03-23 22:36:02,-1
427,benwinslow#1266803132043890688#Line.jpeg,2020-05-30 18:46:17,-1
428,peterdorn16#1246258963332489216#Line.jpeg,2020-04-04 02:11:05,17
429,la_cv_data#1258142057186672642#Line.jpeg,2020-05-06 21:10:16,82
430,arvindgunasekar#1247030654857932800#Bar.jpeg,2020-04-06 05:17:31,-1
431,realityhammer#1247981548135157762#Bar.jpeg,2020-04-08 20:16:02,100
432,mkzhao#1249390220165947396#Bar.jpeg,2020-04-12 17:33:35,-1
433,peterdorn16#1251320604709359616#Map.jpeg,2020-04-18 01:24:15,73
434,steve_rostron#1243181630497284096#Bar.jpeg,2020-03-26 14:22:52,162
435,atrembla#1241773069502304256#Line.jpeg,2020-03-22 17:05:45,10
436,channing_tv#1248022915767046146#Bar.jpeg,2020-04-08 23:00:24,-1
437,lissenerco#1251194463059349507#Line.jpeg,2020-04-17 17:03:00,67
438,takiskarantonis#1257359971370651648#Line.jpeg,2020-05-04 17:22:32,3
439,jochemzw#1246817292056395781#Map.jpeg,2020-04-05 15:09:41,-1
440,la_cv_data#1257372509823008768#Line.jpeg,2020-05-04 18:12:21,82
441,art_poon#1247897968990015495#Line.jpeg,2020-04-08 14:43:55,16
442,vipuljain1#1248125899645444096#Line.jpeg,2020-04-09 05:49:38,7
443,realityhammer#1251318247649153024#Line.jpeg,2020-04-18 01:14:53,100
444,pkantue#1263495646079864833#Bar.jpeg,2020-05-21 15:43:31,45
445,williamwilcock#1259280907078254592#Map.jpeg,2020-05-10 00:35:39,30
446,_asifbhat_#1261415702952505344#Bar.jpeg,2020-05-15 21:58:34,133
447,thoushallnotbe#1260078771031248898#Line.jpeg,2020-05-12 05:26:04,29
448,deepgreendesign#1246425274989703168#Line.jpeg,2020-04-04 13:11:57,14
449,aoglasser#1250801649070641152#Line.jpeg,2020-04-16 15:02:06,-1
450,drm_ashraf#1254692282143514624#Line.jpeg,2020-04-27 08:42:05,-1
451,drcoursaris#1243997055607083008#Map.jpeg,2020-03-28 20:23:05,129
452,jininnashville#1241804919591616513#Bar.jpeg,2020-03-22 19:12:19,56
453,cgypuckcharts#1241159959343067136#Bar.jpeg,2020-03-21 00:29:28,-1
454,ipacfoundation#1249573372729733120#Bar.jpeg,2020-04-13 05:41:22,117
455,davidjhoffdc#1240668613721423874#Line.jpeg,2020-03-19 15:57:02,156
456,peter_v#1243919915771482113#Line.jpeg,2020-03-28 15:16:33,-1
457,clayhsmath#1252342197518663690#Line.jpeg,2020-04-20 21:03:41,-1
458,pacotorresca#1257169767737126913#Map.jpeg,2020-05-04 04:46:44,95
459,ashishmukundan#1250413682841944065#Line.jpeg,2020-04-15 13:20:28,130
460,christosofdc#1252570446031138816#Line.jpeg,2020-04-21 12:10:40,-1
461,szeidenleder#1250419461120614412#Line.jpeg,2020-04-15 13:43:25,127
462,econ_cl#1243433415581540353#Line.jpeg,2020-03-27 07:03:22,15
463,drgigiosler#1243947327108284417#Map.jpeg,2020-03-28 17:05:28,-1
464,ipacfoundation#1253182728431980544#Bar.jpeg,2020-04-23 04:43:40,113
465,david_houghton#1245012896687538177#Line.jpeg,2020-03-31 15:39:40,27
466,realityhammer#1251729166971613195#Bar.jpeg,2020-04-19 04:27:44,100
467,trans_icon_mika#1259906205729853440#Bubble.jpeg,2020-05-11 18:00:22,-1
468,dustindhansen#1247967092285927425#Line.jpeg,2020-04-08 19:18:35,1
469,viruswhisperer#1243380534048325632#Line.jpeg,2020-03-27 03:33:14,-1
470,austingstack#1247986126402527232#Line.jpeg,2020-04-08 20:34:13,7
471,melisapj#1244000823614541824#Bar.jpeg,2020-03-28 20:38:03,-1
472,pkantue#1262003168768069633#Bar.jpeg,2020-05-17 12:52:56,45
473,paulvcataldo#1253779330381086720#Line.jpeg,2020-04-24 20:14:21,154
474,rahmstorf#1253266740915683328#Line.jpeg,2020-04-23 10:17:30,7
475,mimimi8a#1240638571792515072#Line.jpeg,2020-03-19 13:57:40,2
476,drr_dunne#1243961247583932416#Line.jpeg,2020-03-28 18:00:47,85
477,lilygc#1247698580758028292#Map.jpeg,2020-04-08 01:31:37,163
478,mkenick#1253408108816281609#Map.jpeg,2020-04-23 19:39:14,-1
479,fisagor#1247209512739766277#Line.jpeg,2020-04-06 17:08:14,59
480,peterdorn16#1246641789068382208#Line.jpeg,2020-04-05 03:32:18,17
481,pacotorresca#1264074424929538053#Map.jpeg,2020-05-23 06:03:22,95
482,lindagrass0#1243613881924300800#Line.jpeg,2020-03-27 19:00:29,15
483,dunkenkbliths#1245454487642238976#Map.jpeg,2020-04-01 20:54:23,147
484,ralphierce#1253601265516285953#Line.jpeg,2020-04-24 08:26:47,36
485,clgraphix#1245309269509115904#Map.jpeg,2020-04-01 11:17:21,86
486,peterdorn16#1249914291056046086#Map.jpeg,2020-04-14 04:16:03,73
487,pacotorresca#1250951854546026497#Map.jpeg,2020-04-17 00:58:58,38
488,adkinsdebtdiet#1246633427916541954#Bar.jpeg,2020-04-05 02:59:05,118
489,perthwaustralia#1249113969131831297#Map.jpeg,2020-04-11 23:15:52,147
490,bdwissel#1245447209124016129#Line.jpeg,2020-04-01 20:25:28,-1
491,matt_hopcraft#1247801102411526148#Bar.jpeg,2020-04-08 08:19:00,-1
492,thomasarchitect#1254776810098659334#Bar.jpeg,2020-04-27 14:17:58,123
493,pennemayer#1240665821065723904#Line.jpeg,2020-03-19 15:45:56,89
494,andreaashnews#1250913436139171841#Line.jpeg,2020-04-16 22:26:18,57
495,120degreesmnl#1252148557282332673#Line.jpeg,2020-04-20 08:14:14,49
496,deepgreendesign#1247506856529948675#Line.jpeg,2020-04-07 12:49:46,14
497,parkhun#1244980727629746176#Line.jpeg,2020-03-31 13:31:50,41
498,michael_lipin#1260075021541814273#Bar.jpeg,2020-05-12 05:11:10,-1
499,qedgroup#1265357212412792833#Bar.jpeg,2020-05-26 19:00:43,-1
500,statistacharts#1245727689614344193#Line.jpeg,2020-04-02 15:00:00,23
501,la_cv_data#1251559039022104576#Line.jpeg,2020-04-18 17:11:42,82
502,rhodejim#1257066890872025089#Line.jpeg,2020-05-03 21:57:56,-1
503,andreaashnews#1250584330600095752#Line.jpeg,2020-04-16 00:38:33,57
504,mint_social#1245436336745611266#Bubble.jpeg,2020-04-01 19:42:16,133
505,luis_a_espinal#1248212484667908097#Bubble.jpeg,2020-04-09 11:33:41,153
506,dukemargolis#1248661726129725441#Bar.jpeg,2020-04-10 17:18:49,-1
507,awarenessco#1243215972749754368#Map.jpeg,2020-03-26 16:39:20,138
508,deepgreendesign#1243551471729119234#Line.jpeg,2020-03-27 14:52:29,14
509,saikirankannan#1255350309389565953#Line.jpeg,2020-04-29 04:16:51,-1
510,dreitoledo#1246804070708412416#Map.jpeg,2020-04-05 14:17:09,90
511,jeanquan#1243757461074370560#Line.jpeg,2020-03-28 04:31:01,-1
512,keatonsmetana#1241815763083812867#Bar.jpeg,2020-03-22 19:55:24,-1
513,andreaashnews#1242652627286007808#Line.jpeg,2020-03-25 03:20:48,-1
514,realityhammer#1251319241195819009#Line.jpeg,2020-04-18 01:18:50,100
515,jodi_pafford#1250928495917780992#Line.jpeg,2020-04-16 23:26:09,-1
516,marcmelchermd#1247588777670803457#Line.jpeg,2020-04-07 18:15:18,-1
517,nhepatic#1249374418612228097#Map.jpeg,2020-04-12 16:30:48,-1
518,medford_alba#1257503464822763520#Line.jpeg,2020-05-05 02:52:43,-1
519,jeanyangny#1247181651970531328#Bar.jpeg,2020-04-06 15:17:32,-1
520,ciankearns#1247619639674355718#Bar.jpeg,2020-04-07 20:17:56,-1
521,la_cv_data#1240651732776083457#Bar.jpeg,2020-03-19 14:49:57,-1
522,tylerblack32#1250314664770023424#Line.jpeg,2020-04-15 06:47:00,-1
523,knowcovid19#1247601697574313985#Bar.jpeg,2020-04-07 19:06:38,110
524,dchhs#1250740115540004864#Bar.jpeg,2020-04-16 10:57:35,139
525,alexdanyluk#1243531600446607366#Line.jpeg,2020-03-27 13:33:31,86
526,andreaashnews#1247546053458624512#Line.jpeg,2020-04-07 15:25:32,136
527,stevaldo18#1255186904020025344#Map.jpeg,2020-04-28 17:27:32,151
528,kmcents#1243198055064707072#Line.jpeg,2020-03-26 15:28:08,-1
529,hugues#1244927539212156928#Line.jpeg,2020-03-31 10:00:29,-1
530,yogiooi#1246327369683668992#Line.jpeg,2020-04-04 06:42:55,5
531,thomasarchitect#1258124875413233668#Bar.jpeg,2020-05-06 20:01:59,123
532,aroradrs#1241154986215604225#Bubble.jpeg,2020-03-21 00:09:42,-1
533,datalead_africa#1243842060421120001#Bar.jpeg,2020-03-28 10:07:11,-1
534,robdbob1#1248990944655036424#Line.jpeg,2020-04-11 15:07:00,-1
535,centralcocspatn#1242203378110914561#Map.jpeg,2020-03-23 21:35:39,160
536,drgillleighton#1249709255663460354#Line.jpeg,2020-04-13 14:41:19,29
537,jdkempt#1245166549595455488#Line.jpeg,2020-04-01 01:50:14,25
538,cgypuckcharts#1246247163341893632#Bar.jpeg,2020-04-04 01:24:12,119
539,calonghurst#1249857486426783745#Bar.jpeg,2020-04-14 00:30:20,126
540,mendosheriff#1242628883712598016#Line.jpeg,2020-03-25 01:46:27,-1
541,stats_covid_19#1246341043517349891#Line.jpeg,2020-04-04 07:37:15,-1
542,plato_reborn#1256760325224923140#Map.jpeg,2020-05-03 01:39:45,75
543,cgypuckcharts#1246248071018590209#Line.jpeg,2020-04-04 01:27:48,65
544,franck_mcbecker#1247779906840215554#Line.jpeg,2020-04-08 06:54:47,-1
545,ipacfoundation#1260793778350292996#Map.jpeg,2020-05-14 04:47:15,113
546,mrcellaneous#1248718910653960193#Line.jpeg,2020-04-10 21:06:03,1
547,vubiome#1250499268319772672#Bar.jpeg,2020-04-15 19:00:33,125
548,mkzhao#1248059310195736576#Bar.jpeg,2020-04-09 01:25:02,-1
549,kmcents#1251907625329049601#Line.jpeg,2020-04-19 16:16:51,76
550,pvinmex#1252025712782893057#Line.jpeg,2020-04-20 00:06:06,-1
551,ipacfoundation#1258621997334085632#Bar.jpeg,2020-05-08 04:57:22,113
552,atweetortwo#1241275005498880007#Line.jpeg,2020-03-21 08:06:37,-1
553,jininnashville#1243021012167471104#Bar.jpeg,2020-03-26 03:44:38,-1
554,deepgreendesign#1248220010306129920#Line.jpeg,2020-04-09 12:03:35,14
555,tim_make#1256595585701904385#Line.jpeg,2020-05-02 14:45:08,-1
556,deepgreendesign#1243906880461627392#Line.jpeg,2020-03-28 14:24:45,14
557,drpritch2#1244970869144932353#Map.jpeg,2020-03-31 12:52:40,-1
558,tkphd#1244998594907774976#Line.jpeg,2020-03-31 14:42:50,-1
559,benkallos#1252333966423666689#Line.jpeg,2020-04-20 20:30:59,-1
560,cgypuckcharts#1242570612192804865#Line.jpeg,2020-03-24 21:54:54,65
561,asiapacificfdn#1258496865160617985#Line.jpeg,2020-05-07 20:40:09,44
562,stabilitasv#1244823363207327745#Map.jpeg,2020-03-31 03:06:32,105
563,toomuch54418432#1250275358441529346#Line.jpeg,2020-04-15 04:10:49,42
564,realityhammer#1247998233827295234#Line.jpeg,2020-04-08 21:22:20,100
565,cgypuckcharts#1241160480929927168#Line.jpeg,2020-03-21 00:31:32,64
566,citychestermere#1250901430770204680#Bar.jpeg,2020-04-16 21:38:36,-1
567,shaolintom#1243184941661409280#Map.jpeg,2020-03-26 14:36:02,-1
568,dchhs#1248720652716199939#Map.jpeg,2020-04-10 21:12:58,139
569,realityhammer#1247992079839526920#Line.jpeg,2020-04-08 20:57:53,100
570,sokrates2749072#1249730334599585792#Bubble.jpeg,2020-04-13 16:05:05,-1
571,higginsdavidw#1247281956385103873#Bar.jpeg,2020-04-06 21:56:06,-1
572,christianhoney_#1247437888809287680#Line.jpeg,2020-04-07 08:15:43,11
573,messyjez#1253553799701991425#Line.jpeg,2020-04-24 05:18:10,-1
574,shalomegrace1#1244188758993321996#Bar.jpeg,2020-03-29 09:04:50,-1
575,120degreesmnl#1249899847118798849#Line.jpeg,2020-04-14 03:18:40,49
576,dreitoledo#1246804522883780609#Line.jpeg,2020-04-05 14:18:57,90
577,bradstephensjd#1241164030137548800#Bubble.jpeg,2020-03-21 00:45:39,-1
578,120degreesmnl#1248619371544502274#Line.jpeg,2020-04-10 14:30:31,49
579,andreaashnews#1248738790686015491#Line.jpeg,2020-04-10 22:25:02,57
580,afcema#1247992324342394880#Line.jpeg,2020-04-08 20:58:51,-1
581,repandrecarson#1256312254527688705#Line.jpeg,2020-05-01 19:59:17,-1
582,karenzibonfils#1243222678447808512#Map.jpeg,2020-03-26 17:05:59,70
583,ralphierce#1252534205759713280#Line.jpeg,2020-04-21 09:46:40,36
584,jonathansauder#1243459789742465024#Map.jpeg,2020-03-27 08:48:10,-1
585,holly__lockhart#1252373472375795712#Map.jpeg,2020-04-20 23:07:58,-1
586,statistacharts#1257727860367900672#Line.jpeg,2020-05-05 17:44:24,24
587,peterdorn16#1251324183092408320#Line.jpeg,2020-04-18 01:38:28,17
588,lakewoodohio#1253783340190220301#Map.jpeg,2020-04-24 20:30:17,141
589,masamunecyrus#1249945030082457600#Line.jpeg,2020-04-14 06:18:12,122
590,christianhoney_#1247062842093842435#Line.jpeg,2020-04-06 07:25:25,11
591,liberianenglish#1243935772677455872#Line.jpeg,2020-03-28 16:19:34,-1
592,covid19update24#1255401797109387266#Line.jpeg,2020-04-29 07:41:27,-1
593,equitylist#1247492502279655424#Line.jpeg,2020-04-07 11:52:44,-1
594,statistacharts#1245033114168102912#Map.jpeg,2020-03-31 17:00:00,-1
595,mischnachtreisr#1242199008468221956#Map.jpeg,2020-03-23 21:18:17,-1
596,dunkenkbliths#1247093756836196353#Map.jpeg,2020-04-06 09:28:16,147
597,splunk#1246497770531405827#Line.jpeg,2020-04-04 18:00:01,11
598,la_cv_data#1263156233256787970#Line.jpeg,2020-05-20 17:14:48,82
599,chimeragenetics#1241544980335718403#Line.jpeg,2020-03-22 01:59:24,9
600,isaacbarton10#1246573451466309632#Map.jpeg,2020-04-04 23:00:45,-1
601,davidjhoffdc#1240667635869720576#Line.jpeg,2020-03-19 15:53:09,156
602,haikujoenaz#1249892181118078976#Line.jpeg,2020-04-14 02:48:12,1
603,lpha_bloke#1244929298739482625#Bar.jpeg,2020-03-31 10:07:29,-1
604,megaecoo#1240663254650757120#Line.jpeg,2020-03-19 15:35:44,89
605,ranjeet53074140#1248086759453282304#Bubble.jpeg,2020-04-09 03:14:06,-1
606,pacotorresca#1262966348197421057#Line.jpeg,2020-05-20 04:40:16,38
607,sarahbeetson#1243366265231519744#Line.jpeg,2020-03-27 02:36:32,-1
608,fake_rwhyde#1247808879284502535#Bubble.jpeg,2020-04-08 08:49:54,-1
609,docmranney#1241218769780948998#Line.jpeg,2020-03-21 04:23:10,9
